"","ADPF","Tipo","Parte"
"4542",922,"ADV.(A/S)","MARCO AURELIO MARRAFON (37805/DF, 7364/A/MT, 40092/PR)"
"4543",923,"REQTE.(S)","PARTIDO SOCIALISTA BRASILEIRO - PSB"
"4544",923,"ADV.(A/S)","RAFAEL DE ALENCAR ARARIPE CARNEIRO (68951/BA, 25120/DF, 409584/SP)"
"4545",923,"ADV.(A/S)","RODRIGO AIACHE CORDEIRO (2780/AC, 5529/RO)"
"4546",923,"ADV.(A/S)","GUSTAVO TEIXEIRA GONET BRANCO (42990/DF, 244270/RJ)"
"4547",923,"INTDO.(A/S)","O SECRETÁRIO DE DEFESA AGROPECUÁRIA, DO MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO"
"4548",923,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4549",924,"REQTE.(S)","PARTIDO VERDE - PV"
"4550",924,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"4551",924,"INTDO.(A/S)","MINISTRO DO GABINETE DE SEGURANÇA INSTITUCIONAL DA PRESIDÊNCIA DA REPÚBLICA"
"4552",924,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4553",925,"REQTE.(S)","REPUBLICANOS"
"4554",925,"ADV.(A/S)","RENATO GUGLIANO HERANI (156415/SP)"
"4555",925,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4556",925,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4557",925,"INTDO.(A/S)","TRIBUNAL SUPERIOR DO TRABALHO"
"4558",925,"AM. CURIAE.","FEDERAÇÃO NACIONAL DAS EMPRESAS DE SEGURANÇA E TRANSPORTE DE VALORES - FENAVIST"
"4559",925,"ADV.(A/S)","DIOGO TELLES AKASHI (207534/SP)"
"4560",925,"ADV.(A/S)","FELIPE AUGUSTO VILLARINHO (246687/SP)"
"4561",925,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DOS PROCURADORES DO TRABALHO - ANPT"
"4562",925,"ADV.(A/S)","RUDI MEIRA CASSEL (22256/DF, 38605/ES, 165498/MG, 170271/RJ, 49862A/RS, 421811/SP)"
"4563",926,"REQTE.(S)","PROCURADOR-GERAL DA REPÚBLICA"
"4564",926,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE MINAS GERAIS"
"4565",926,"PROC.(A/S)(ES)","ADVOGADO-GERAL DO ESTADO DE MINAS GERAIS"
"4566",926,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS"
"4567",926,"ADV.(A/S)","FLORIVALDO DUTRA DE ARAUJO (45674/MG)"
"4568",926,"AM. CURIAE.","MUNICIPIO DE CALDAS"
"4569",926,"ADV.(A/S)","PROCURADOR-GERAL DO MUNICÍPIO DE CALDAS"
"4570",927,"REQTE.(S)","OBSERVATORIO NACIONAL DA ADVOCACIA - ONABR"
"4571",927,"ADV.(A/S)","FERNANDA RIBEIRO DA SILVA (22510/PA)"
"4572",927,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DO PARÁ"
"4573",927,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4574",927,"INTDO.(A/S)","GOVERNADOR DO ESTADO DO PARÁ"
"4575",927,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO PARÁ"
"4576",927,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DO PARÁ"
"4577",927,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4578",928,"REQTE.(S)","GOVERNADOR DO ESTADO DE GOIÁS"
"4579",928,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE GOIÁS"
"4580",928,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DE GOIÁS "
"4581",928,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4582",929,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES METALURGICOS"
"4583",929,"ADV.(A/S)","CARLOS GONCALVES JUNIOR (173287/MG, 149994/RJ, 183311/SP)"
"4584",929,"ADV.(A/S)","RAFAEL RODRIGO BRUNO (39244/DF, 71892/PR, 221737/SP)"
"4585",929,"INTDO.(A/S)","SECRETÁRIA EXTRAORDINÁRIA DE ENFRENTAMENTO À COVID-19 - SECOVID/MS"
"4586",929,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4587",929,"INTDO.(A/S)","UNIÃO"
"4588",929,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4589",930,"REQTE.(S)","PARTIDO DEMOCRATICO TRABALHISTA"
"4590",930,"ADV.(A/S)","WALBER DE MOURA AGRA (00757/PE)"
"4591",930,"ADV.(A/S)","LUCAS CAVALCANTE GONDIM (65152A/GO, 29510/PB)"
"4592",930,"INTDO.(A/S)","MINISTRO DE ESTADO DA EDUCAÇÃO"
"4593",930,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4594",931,"REQTE.(S)","PARTIDO DOS TRABALHADORES - PT"
"4595",931,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"4596",931,"INTDO.(A/S)","MINISTRO DE ESTADO DA EDUCAÇÃO"
"4597",931,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4598",932,"REQTE.(S)","PARTIDO VERDE - PV"
"4599",932,"ADV.(A/S)","LAURO RODRIGUES DE MORAES REGO JUNIOR (68637/DF)"
"4600",932,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"4601",932,"INTDO.(A/S)","MINISTRO DE ESTADO DA EDUCAÇÃO"
"4602",932,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4603",932,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4604",932,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4605",932,"INTDO.(A/S)","CONGRESSO NACIONAL"
"4606",932,"PROC.(A/S)(ES)","ADVOGADO-GERAL DO SENADO FEDERAL"
"4607",933,"REQTE.(S)","ADRIANA MANGABEIRA WANDERLEY"
"4608",933,"ADV.(A/S)","ADRIANA MANGABEIRA WANDERLEY (5064/AL)"
"4609",933,"INTDO.(A/S)","PRESIDENTE DO TRIBUNAL DE JUSTIÇA DO ESTADO DE SÃO PAULO"
"4610",933,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4611",934,"REQTE.(S)","REDE SUSTENTABILIDADE"
"4612",934,"ADV.(A/S)","ALLAN DEL CISTIA MELLO (68789/DF)"
"4613",934,"ADV.(A/S)","FLAVIA CALADO PEREIRA (3864/AP, 24842-A/MA)"
"4614",934,"INTDO.(A/S)","UNIÃO"
"4615",934,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4616",935,"REQTE.(S)","REDE SUSTENTABILIDADE"
"4617",935,"ADV.(A/S)","ANA CRISTINA DE FIGUEIREDO BARROS (30636/DF)"
"4618",935,"ADV.(A/S)","FLAVIA CALADO PEREIRA (3864/AP, 24842-A/MA)"
"4619",935,"ADV.(A/S)","RAYSSA CARVALHO DA SILVA (2325/AP)"
"4620",935,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4621",935,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4622",936,"REQTE.(S)","FEDERAÇÃO BRASILEIRA DAS ASSOCIAÇÕES DE SÍNDROME DE DOWN - FBASD"
"4623",936,"ADV.(A/S)","MARGARIDA ARAUJO SEABRA DE MOURA (397/RN)"
"4624",936,"ADV.(A/S)","CAHUE ALONSO TALARICO (214190/SP)"
"4625",936,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4626",936,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4627",936,"AM. CURIAE.","ASSOCIAÇÃO NACIONAL DO MINISTÉRIO PÚBLICO DE DEFESA DOS DIREITOS DOS IDOSOS E PESSOAS COM DEFICIÊNCIA - AMPID"
"4628",936,"ADV.(A/S)","JOELSON COSTA DIAS (10441/DF, 157690/MG)"
"4629",937,"REQTE.(S)","PARTIDO VERDE"
"4630",937,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"4631",937,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4632",937,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4633",938,"REQTE.(S)","GOVERNADOR DO ESTADO DE MINAS GERAIS"
"4634",938,"PROC.(A/S)(ES)","ADVOGADO-GERAL DO ESTADO DE MINAS GERAIS"
"4635",938,"INTDO.(A/S)","PRESIDENTE DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS"
"4636",938,"ADV.(A/S)","PROCURADOR-GERAL DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS"
"4637",939,"REQTE.(S)","PARTIDO DEMOCRATICO TRABALHISTA"
"4638",939,"ADV.(A/S)","WALBER DE MOURA AGRA (00757/PE)"
"4639",939,"ADV.(A/S)","LUCAS CAVALCANTE GONDIM (65152A/GO, 29510/PB)"
"4640",939,"ADV.(A/S)","ALISSON EMMANUEL DE OLIVEIRA LUCENA (37719/PE)"
"4641",939,"ADV.(A/S)","MARCOS RIBEIRO DE RIBEIRO (62589/DF, 062818/RJ)"
"4642",939,"ADV.(A/S)","IAN RODRIGUES DIAS (10074/DF)"
"4643",939,"ADV.(A/S)","MARA DE FATIMA HOFANS (068152/RJ)"
"4644",939,"INTDO.(A/S)","UNIÃO"
"4645",939,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4646",940,"REQTE.(S)","PARTIDO VERDE"
"4647",940,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"4648",940,"ADV.(A/S)","LAURO RODRIGUES DE MORAES REGO JUNIOR (68637/DF)"
"4649",940,"INTDO.(A/S)","UNIÃO"
"4650",940,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4651",941,"REQTE.(S)","ASSOCIAÇÃO NACIONAL DAS OPERADORAS CELULARES - ACEL"
"4652",941,"ADV.(A/S)","HELVECIO FRANCO MAIA JUNIOR (A1630/AM, 55324/BA, 48239-A/CE, 24521/DF, 38089/ES, 68623/GO, 77467/MG, 51046/PE, 82756/PR, 158221/RJ, 9223/RO, 352839/SP)"
"4653",941,"INTDO.(A/S)","PRESIDENTE DA AGÊNCIA MUNICIPAL DO MEIO AMBIENTE DO MUNICÍPIO DE GOIÂNIA"
"4654",941,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4655",942,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES EM EDUCACAO"
"4656",942,"REQTE.(S)","CONFEDERACAO NACIONAL DOS TRABALHADORES NA SAUDE"
"4657",942,"ADV.(A/S)","JULIANA VIEIRA DOS SANTOS (183122/SP)"
"4658",942,"ADV.(A/S)","DEBORAH MACEDO DUPRAT DE BRITTO PEREIRA (65698/DF)"
"4659",942,"INTDO.(A/S)","MINISTRA DE ESTADO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS"
"4660",942,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4661",944,"REQTE.(S)","CONFEDERACAO NACIONAL DA INDUSTRIA"
"4662",944,"ADV.(A/S)","FERNANDA DE MENEZES BARBOSA (25516/DF)"
"4663",944,"ADV.(A/S)","CASSIO AUGUSTO MUNIZ BORGES (20016/DF, 091152/RJ)"
"4664",944,"ADV.(A/S)","FABIOLA PASINI RIBEIRO DE OLIVEIRA (29740/DF)"
"4665",944,"INTDO.(A/S)","TRIBUNAL SUPERIOR DO TRABALHO"
"4666",944,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4667",945,"REQTE.(S)","CENTRAL ÚNICA DOS TRABALHADORES - CUT"
"4668",945,"REQTE.(S)","CONFEDERAÇÃO BRASILEIRA DEMOCRÁTICA DOS TRABALHADORES NAS INDÚSTRIAS DA ALIMENTAÇÃO DA CUT/CONTAC"
"4669",945,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DOS TRABALHADORES PÚBLICOS MUNICIPAIS - CONATRAM"
"4670",945,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DOS TRABALHADORES NO COMÉRCIO E SERVIÇOS DA CUT - CONTRACS/CUT"
"4671",945,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DOS TRABALHADORES DO RAMO FINANCEIRO - CONTRAF"
"4672",945,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DOS METALÚRGICOS DA CUT - CNM/CUT"
"4673",945,"ADV.(A/S)","JOSE EYMARD LOGUERCIO (01441/A/DF, 52504A/GO, 103250/SP)"
"4674",945,"INTDO.(A/S)","MINISTRO DE ESTADO DA SAÚDE"
"4675",945,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4676",945,"INTDO.(A/S)","MINISTRO DE ESTADO DO TRABALHO E PREVIDENCIA"
"4677",945,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4678",946,"REQTE.(S)","REDE SUSTENTABILIDADE"
"4679",946,"ADV.(A/S)","MARCO TULIO BOSQUE (132659/MG)"
"4680",946,"ADV.(A/S)","AMANDA THAYLASSA GONDIM FERREIRA (171411/MG)"
"4681",946,"ADV.(A/S)","JULIANA RODRIGUES ABALEM (88599/MG)"
"4682",946,"ADV.(A/S)","MURILO FERREIRA ALVES (87673/MG)"
"4683",946,"INTDO.(A/S)","PREFEITO DO MUNICÍPIO DE UBERLÂNDIA"
"4684",946,"ADV.(A/S)","PROCURADOR-GERAL DO MUNICÍPIO DE UBERLÂNDIA"
"4685",946,"INTDO.(A/S)","CÂMARA MUNICIPAL DE UBERLÂNDIA"
"4686",946,"ADV.(A/S)","WANDERSON BORGES DE OLIVEIRA (121106/MG)"
"4687",946,"ADV.(A/S)","ALICE RIBEIRO DE SOUSA (51553/MG, 51553/MG)"
"4688",947,"REQTE.(S)","PARTIDO VERDE"
"4689",947,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"4690",947,"ADV.(A/S)","LAURO RODRIGUES DE MORAES REGO JUNIOR (68637/DF)"
"4691",947,"INTDO.(A/S)","MINISTÉRIO PÚBLICO DO DISTRITO FEDERAL E TERRITÓRIOS"
"4692",947,"PROC.(A/S)(ES)","PROCURADOR-GERAL DE JUSTIÇA DO DISTRITO FEDERAL E TERRITÓRIOS"
"4693",947,"INTDO.(A/S)","GOVERNADOR DO DISTRITO FEDERAL"
"4694",947,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO DISTRITO FEDERAL"
"4695",948,"REQTE.(S)","ASSOCIACAO COMERCIAL DO AMAZONAS"
"4696",948,"ADV.(A/S)","RENNAN FARIA KRUGER THAMAY (349564/SP)"
"4697",948,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4698",948,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4699",949,"REQTE.(S)","GOVERNADOR DO DISTRITO FEDERAL"
"4700",949,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO DISTRITO FEDERAL"
"4701",949,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 10ª REGIÃO"
"4702",949,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4703",949,"INTDO.(A/S)","TRIBUNAL REGIONAL FEDERAL DA 1ª REGIÃO"
"4704",949,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4705",949,"INTDO.(A/S)","TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL E DOS TERRITÓRIOS"
"4706",949,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4707",950,"REQTE.(S)","ABRAPP - ASSOCIACAO BRASILEIRA DAS ENTIDADES FECHADAS DE PREVIDENCIA COMPLEMENTAR"
"4708",950,"ADV.(A/S)","EDUARDO SILVA TOLEDO (44181/DF)"
"4709",950,"ADV.(A/S)","PEDRO HENRIQUE DI MASI PALHEIRO (127420/RJ)"
"4710",950,"ADV.(A/S)","VLADIMIR MORCILLO DA COSTA (143928/RJ)"
"4711",950,"INTDO.(A/S)","SUPERIOR TRIBUNAL DE JUSTIÇA"
"4712",950,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4713",951,"REQTE.(S)","CONFEDERAÇÃO NACIONAL DO TRANSPORTE - CNT"
"4714",951,"ADV.(A/S)","RITA DE CASSIA ANCELMO BUENO (47655/DF, 30116/A/MT, 6976/RO, 360597/SP)"
"4715",951,"ADV.(A/S)","VICTOR SANTOS RUFINO (57089/DF, 4943/PI, 407119/SP)"
"4716",951,"ADV.(A/S)","RAPHAEL MARCELINO DE ALMEIDA NUNES (24658/DF, 29719/A/MT, 220542/RJ)"
"4717",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 1ª REGIÃO"
"4718",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 2ª REGIÃO"
"4719",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 3ª REGIÃO"
"4720",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 4ª REGIÃO"
"4721",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 5ª REGIÃO"
"4722",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 6ª REGIAO"
"4723",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 7ª REGIÃO"
"4724",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 8ª REGIÃO"
"4725",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 9ª REGIÃO"
"4726",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 10ª REGIÃO"
"4727",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 11 REGIAO"
"4728",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 12ª REGIÃO"
"4729",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 13ª REGIÃO"
"4730",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 14ª REGIÃO"
"4731",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 15ª REGIÃO"
"4732",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 16ª REGIÃO"
"4733",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 17ª REGIÃO"
"4734",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 18ª REGIÃO"
"4735",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 19ª REGIÃO"
"4736",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 20ª REGIÃO"
"4737",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 21ª REGIÃO "
"4738",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 22ª REGIÃO"
"4739",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 23ª REGIÃO"
"4740",951,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 24ª REGIÃO"
"4741",952,"REQTE.(S)","PARTIDO REPUBLICANO DA ORDEM SOCIAL - PROS"
"4742",952,"ADV.(A/S)","ANDREIVE RIBEIRO DE SOUSA (31072/DF, 523-A/RR)"
"4743",952,"ADV.(A/S)","CARLA ALBUQUERQUE ZORZENON (50044/DF)"
"4744",952,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4745",952,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4746",953,"REQTE.(S)","REDE SUSTENTABILIDADE"
"4747",953,"ADV.(A/S)","CASSIO DOS SANTOS ARAUJO (54492/DF)"
"4748",953,"ADV.(A/S)","BRUNO LUNARDI GONCALVES (62880/DF)"
"4749",953,"ADV.(A/S)","IRAPUA SANTANA DO NASCIMENTO DA SILVA (341538/SP)"
"4750",953,"ADV.(A/S)","ALLAN DEL CISTIA MELLO (68789/DF)"
"4751",953,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DE SÃO PAULO"
"4752",953,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4753",954,"REQTE.(S)","UNIAO BRASIL"
"4754",954,"ADV.(A/S)","JOSE AQUINO FLORES DE CAMARGO (12586/RS)"
"4755",954,"ADV.(A/S)","LEONARDO AQUINO BUBLITZ DE CAMARGO (72733/RS)"
"4756",954,"ADV.(A/S)","LAURA BUBLITZ DE CAMARGO (82950/RS)"
"4757",954,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DO RIO GRANDE DO SUL"
"4758",954,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4759",955,"REQTE.(S)","SOLIDARIEDADE"
"4760",955,"ADV.(A/S)","ALYSSON SOUSA MOURAO (18977/DF)"
"4761",955,"ADV.(A/S)","DANIEL SOARES ALVARENGA DE MACEDO (36042/DF)"
"4762",955,"INTDO.(A/S)","SUPERIOR TRIBUNAL DE JUSTIÇA"
"4763",955,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4764",956,"REQTE.(S)","GOVERNADOR DO ESTADO DA BAHIA"
"4765",956,"ADV.(A/S)","PROCURADOR-GERAL DO ESTADO DA BAHIA"
"4766",956,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DA BAHIA"
"4767",956,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4768",956,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 5ª REGIÃO"
"4769",956,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4770",957,"REQTE.(S)","PARTIDO PATRIOTA"
"4771",957,"REQTE.(S)","ORDEM DOS ADVOGADOS CONSERVADORES DO BRASIL - OACB"
"4772",957,"REQTE.(S)","ASSOCIAÇÃO FEDERAL DOS OFICIAIS DE JUSTIÇA DO BRASIL - AFOJEBRA"
"4773",957,"ADV.(A/S)","JOAO ALBERTO DA CUNHA FILHO (74132/DF, 10705/PB, 01020/PE, 708-A/RN, 10.506-A/TO)"
"4774",957,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DA PARAÍBA"
"4775",957,"ADV.(A/S)","PROCURADOR - GERAL DA ASSEMBLEIA LEGISLATIVA DO ESTADO DA PARAÍBA"
"4776",957,"INTDO.(A/S)","GOVERNADOR DO ESTADO DA PARAÍBA"
"4777",957,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DA PARAÍBA"
"4778",958,"REQTE.(S)","PARTIDO SOCIALISTA BRASILEIRO - PSB NACIONAL"
"4779",958,"ADV.(A/S)","RAFAEL DE ALENCAR ARARIPE CARNEIRO (68951/BA, 25120/DF, 409584/SP)"
"4780",958,"ADV.(A/S)","RAIMUNDO AUGUSTO FERNANDES NETO (6615/CE)"
"4781",958,"INTDO.(A/S)","CÂMARA MUNICIPAL DE PACAJUS"
"4782",958,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4783",959,"REQTE.(S)","UNIÃO BRASIL - UNIÃO"
"4784",959,"ADV.(A/S)","RICARDO MARTINS JUNIOR (54071/DF)"
"4785",959,"ADV.(A/S)","FABRICIO JULIANO MENDES MEDEIROS (70179/BA, 27581/DF)"
"4786",959,"INTDO.(A/S)","CÂMARA MUNICIPAL DE SALVADOR"
"4787",959,"ADV.(A/S)","MARCUS VINICIUS LEAL GONCALVES (26271/BA)"
"4788",959,"AM. CURIAE.","PARTIDO MOVIMENTO DEMOCRÁTICO BRASILEIRO (MDB)"
"4789",959,"ADV.(A/S)","MURILO ALEXANDRE LACERDA (53730/DF)"
"4790",960,"REQTE.(S)","PARTIDO DA MULHER BRASILEIRA"
"4791",960,"ADV.(A/S)","RICARDO HASSON SAYEG (22048/DF, 38194/ES, 20200/PR, 114264/RJ, 108332/SP)"
"4792",960,"ADV.(A/S)","RODRIGO CAMPOS HASSON SAYEG (404859/SP)"
"4793",960,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4794",960,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4795",960,"INTDO.(A/S)","CONGRESSO NACIONAL"
"4796",960,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4797",961,"REQTE.(S)","PARTIDO SOCIALISTA BRASILEIRO - PSB NACIONAL"
"4798",961,"ADV.(A/S)","LAURO RODRIGUES DE MORAES REGO JUNIOR (68637/DF)"
"4799",961,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4800",961,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4801",962,"REQTE.(S)","GOVERNADOR DO ESTADO DO PARÁ"
"4802",962,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DO PARÁ"
"4803",962,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DO PARÁ"
"4804",962,"ADV.(A/S)","PROCURADOR-GERAL DA ASSEMBLEIA LEGISLATIVA DO ESTADO DO PARÁ"
"4805",963,"REQTE.(S)","PARTIDO VERDE - PV"
"4806",963,"ADV.(A/S)","VERA LUCIA DA MOTTA (59837/SP)"
"4807",963,"ADV.(A/S)","CAIO HENRIQUE CAMACHO COELHO (384361/SP)"
"4808",963,"ADV.(A/S)","LAURO RODRIGUES DE MORAES REGO JUNIOR (68637/DF)"
"4809",963,"INTDO.(A/S)","JUIZ DE DIREITO DA 21º VARA CÍVEL DA COMARCA DE SÃO PAULO"
"4810",963,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4811",963,"INTDO.(A/S)","JUIZ DE DIREITO DO 6º JUIZADO ESPECIAL CÍVEL DA COMARCA DO RIO DE JANEIRO"
"4812",963,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"4813",964,"REQTE.(S)","REDE SUSTENTABILIDADE"
"4814",964,"ADV.(A/S)","FLAVIA CALADO PEREIRA (3864/AP, 24842-A/MA)"
"4815",964,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"4816",964,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"4817",964,"AM. CURIAE.","PARTIDO TRABALHISTA BRASILEIRO - PTB"
"4818",964,"ADV.(A/S)","LUIZ GUSTAVO PEREIRA DA CUNHA (28328/DF, 137677/RJ, 462972/SP)"
"4819",964,"AM. CURIAE.","PARTIDO DOS TRABALHADORES"
"4820",964,"ADV.(A/S)","CRISTIANO ZANIN MARTINS (32190/DF, 96503/PR, 153599/RJ, 172730/SP)"
"4821",964,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"4822",964,"AM. CURIAE.","PARTIDO LIBERAL - PL"
"4823",964,"ADV.(A/S)","MARCELO LUIZ AVILA DE BESSA (12330/DF, 1565A/MG, 474139/SP)"
"4824",965,"REQTE.(S)","PARTIDO DEMOCRATICO TRABALHISTA"
"4825",965,"ADV.(A/S)","WALBER DE MOURA AGRA (00757/PE)"
"4826",965,"ADV.(A/S)","MARA DE FATIMA HOFANS (068152/RJ)"
